产品1,产品2,关联度,关联类型
ID270,ID104,0.00032124000000000003,酒店-景区
ID120,ID313,0.00030714,特色餐饮-特色餐饮
ID313,ID120,0.00030714,特色餐饮-特色餐饮
ID57,ID218,0.00030367999999999997,景区-景点
ID218,ID57,0.0003036,景点-景区
ID218,ID243,0.00028746000000000007,景点-酒店
ID243,ID218,0.00028746000000000007,酒店-景点
ID108,ID193,0.00028746000000000007,景区-景区
ID108,ID281,0.00028742000000000004,景区-景点
ID193,ID108,0.00028742000000000004,景区-景区
ID193,ID281,0.00028742000000000004,景区-景点
ID281,ID108,0.00028742000000000004,景点-景区
ID281,ID193,0.00028742000000000004,景点-景区
ID241,ID313,0.00026246,酒店-特色餐饮
ID313,ID241,0.00026246,特色餐饮-酒店
ID229,ID270,0.00026246,景点-酒店
ID270,ID229,0.00026246,酒店-景点
ID270,ID290,0.00025508,酒店-景区
ID270,ID309,0.00025508,酒店-民宿
ID290,ID270,0.00025058,景区-酒店
ID309,ID270,0.00025058,民宿-酒店
ID98,ID180,0.00022364,景区-景点
ID180,ID98,0.00022364,景点-景区
ID190,ID277,0.00022364,景点-景区
ID277,ID190,0.00022364,景区-景点
ID19,ID39,0.00021566,特色餐饮-酒店
ID19,ID270,0.00021566,特色餐饮-酒店
ID19,ID371,0.00021566,特色餐饮-景点
ID39,ID19,0.00021566,酒店-特色餐饮
ID39,ID270,0.0002048,酒店-酒店
ID39,ID371,0.0002048,酒店-景点
ID270,ID19,0.0002036,酒店-特色餐饮
ID270,ID39,0.0002036,酒店-酒店
ID270,ID371,0.0002036,酒店-景点
ID371,ID19,0.0002036,景点-特色餐饮
ID371,ID39,0.00019316,景点-酒店
ID371,ID270,0.00019316,景点-酒店
ID73,ID316,0.00017228,景区-特色餐饮
ID316,ID73,0.00017228,特色餐饮-景区
ID4,ID314,0.00011402000000000001,特色餐饮-特色餐饮
ID4,ID315,0.00011402000000000001,特色餐饮-特色餐饮
ID270,ID314,0.0001121,酒店-特色餐饮
ID270,ID315,0.0001121,酒店-特色餐饮
ID314,ID4,0.00010436000000000001,特色餐饮-特色餐饮
ID314,ID270,0.00010436000000000001,特色餐饮-酒店
ID314,ID315,0.00010436000000000001,特色餐饮-特色餐饮
ID314,ID358,0.00010436000000000001,特色餐饮-酒店
ID315,ID4,9.686e-05,特色餐饮-特色餐饮
ID315,ID270,9.686e-05,特色餐饮-酒店
ID315,ID314,9.176e-05,特色餐饮-特色餐饮
ID315,ID358,9.16e-05,特色餐饮-酒店
ID358,ID314,9.156e-05,酒店-特色餐饮
ID358,ID315,9.156e-05,酒店-特色餐饮
