文章ID,分类标签
6595,0
6596,1
6597,1
6598,0
6599,1
6600,0
6601,1
6602,0
6603,1
6604,0
6605,0
6606,0
6607,0
6608,1
6609,0
6610,0
6611,1
6612,0
6613,0
6614,0
6615,0
6616,0
6617,0
6618,1
6619,0
6620,0
6621,0
6622,0
6623,0
6624,0
6625,1
6626,0
6627,0
6628,1
6629,0
6630,0
6631,0
6632,0
6633,0
6634,0
6635,1
6636,0
6637,0
6638,0
6639,1
6640,1
6641,0
6642,0
6643,0
6644,0
6645,0
6646,1
6647,0
6648,0
6649,0
6650,0
6651,0
6652,0
6653,1
6654,0
6655,0
6656,0
6657,0
6658,0
6659,1
6660,0
6661,0
6662,0
6663,0
6664,0
6665,0
6666,0
6667,0
6668,0
6669,1
6670,0
6671,0
6672,0
6673,0
6674,0
6675,0
6676,1
6677,0
6678,0
6679,1
6680,0
6681,0
6682,1
6683,1
6684,0
6685,0
6686,1
6687,0
6688,0
6689,0
6690,0
6691,1
6692,0
6693,0
6694,0
6695,0
6696,0
6697,0
6698,1
6699,1
6700,0
6701,1
6702,0
6703,0
6704,0
6705,1
6706,0
6707,1
6708,0
6709,0
6710,0
6711,0
6712,0
6713,0
6714,1
6715,0
6716,1
6717,0
6718,0
6719,1
6720,0
6721,1
6722,1
6723,0
6724,0
6725,0
6726,0
6727,0
6728,1
6729,0
6730,0
6731,0
6732,0
6733,0
6734,0
6735,0
6736,1
6737,0
6738,1
6739,0
6740,0
6741,0
6742,1
6743,0
6744,0
6745,0
6746,0
6747,0
6748,1
6749,0
6750,0
6751,0
6752,0
6753,0
6754,0
6755,0
6756,0
6757,0
6758,0
6759,0
6760,0
6761,1
6762,0
6763,0
6764,0
6765,1
6766,0
6767,0
6768,0
6769,1
6770,0
6771,0
6772,0
6773,0
6774,1
6775,0
6776,0
6777,1
6778,0
6779,0
6780,1
6781,1
6782,0
6783,0
6784,0
6785,0
6786,0
6787,1
6788,0
6789,0
6790,1
6791,1
6792,0
6793,0
6794,0
6795,0
6796,1
6797,0
6798,1
6799,0
6800,1
6801,1
6802,1
6803,1
6804,1
6805,0
6806,0
6807,1
6808,0
6809,0
6810,0
6811,1
6812,1
6813,0
6814,1
6815,0
6816,0
6817,1
6818,1
6819,1
6820,1
6821,0
6822,0
6823,0
6824,0
6825,1
6826,1
6827,0
6828,1
6829,1
6830,0
6831,0
6832,1
6833,0
6834,0
6835,1
6836,1
6837,1
6838,1
6839,1
6840,1
6841,0
6842,0
6843,0
6844,1
6845,1
6846,0
6847,1
6848,1
6849,0
6850,0
6851,1
6852,0
6853,0
6854,1
6855,1
6856,1
6857,0
6858,0
6859,1
6860,1
6861,0
6862,1
6863,0
6864,0
6865,0
6866,0
6867,1
6868,0
6869,1
6870,0
6871,1
6872,0
6873,0
6874,0
6875,0
6876,1
6877,0
6878,0
6879,1
6880,0
6881,0
6882,0
6883,1
6884,1
6885,1
6886,1
6887,0
6888,0
6889,0
6890,0
6891,0
6892,0
6893,0
6894,0
6895,1
6896,0
6897,1
6898,1
6899,1
6900,1
6901,1
6902,0
6903,1
6904,0
6905,0
6906,0
6907,1
6908,0
6909,0
6910,0
6911,0
6912,1
6913,1
6914,1
6915,1
6916,1
6917,0
6918,0
6919,0
6920,1
6921,0
6922,0
6923,1
6924,0
6925,1
6926,1
6927,1
6928,0
6929,0
6930,0
6931,0
6932,0
6933,1
6934,0
6935,1
6936,0
6937,0
6938,0
6939,1
6940,1
6941,0
6942,0
6943,0
6944,1
6945,0
6946,0
6947,0
6948,1
6949,0
6950,0
6951,0
6952,0
6953,0
6954,0
6955,1
6956,0
6957,1
6958,0
6959,0
6960,1
6961,0
6962,0
6963,1
6964,0
6965,0
6966,0
6967,0
6968,0
6969,1
6970,1
6971,0
6972,0
6973,0
6974,0
6975,0
6976,0
6977,0
6978,1
6979,0
6980,0
6981,0
6982,1
6983,0
6984,1
6985,1
6986,0
6987,0
6988,0
6989,0
6990,0
6991,0
6992,0
6993,0
6994,1
6995,0
6996,1
6997,0
6998,0
6999,0
7000,1
7001,0
7002,1
7003,0
7004,0
7005,1
7006,1
7007,0
7008,0
7009,0
7010,0
7011,0
7012,0
7013,1
7014,0
7015,0
7016,0
7017,0
7018,0
7019,0
7020,0
7021,0
7022,0
7023,0
7024,0
7025,0
7026,0
7027,0
7028,1
7029,0
7030,0
7031,0
7032,1
7033,0
7034,0
7035,0
7036,0
7037,0
7038,0
7039,0
7040,1
7041,0
7042,0
7043,1
7044,0
7045,0
7046,0
7047,0
7048,0
7049,0
7050,0
7051,1
7052,0
7053,0
7054,0
7055,0
7056,1
7057,1
7058,1
7059,0
7060,0
7061,0
7062,1
7063,1
7064,0
7065,0
7066,1
7067,1
7068,1
7069,1
7070,0
7071,0
7072,1
7073,0
7074,0
7075,0
7076,0
7077,1
7078,0
7079,0
7080,0
7081,1
7082,1
7083,0
7084,1
7085,0
7086,0
7087,0
7088,0
7089,1
7090,1
7091,0
7092,0
7093,1
7094,0
7095,0
7096,1
7097,0
7098,0
7099,0
7100,0
7101,1
7102,1
7103,1
7104,0
7105,0
7106,0
7107,0
7108,1
7109,1
7110,1
7111,0
7112,0
7113,1
7114,0
7115,1
7116,0
7117,0
7118,0
7119,0
7120,0
7121,0
7122,1
7123,1
7124,0
7125,1
7126,0
7127,1
7128,1
7129,0
7130,1
7131,0
7132,0
7133,0
7134,1
7135,0
7136,0
7137,1
7138,0
7139,1
7140,1
7141,1
7142,0
7143,0
7144,0
7145,0
7146,1
7147,0
7148,0
7149,0
7150,0
7151,1
7152,0
7153,0
7154,0
7155,0
7156,1
7157,1
7158,1
7159,0
7160,1
7161,0
7162,0
7163,0
7164,1
7165,1
7166,0
7167,0
7168,0
7169,0
7170,0
7171,1
7172,0
7173,0
7174,1
7175,0
7176,0
7177,1
7178,1
7179,0
7180,1
7181,1
7182,0
7183,0
7184,0
7185,1
7186,0
7187,0
7188,0
7189,1
7190,1
7191,0
7192,1
7193,1
7194,1
7195,0
7196,1
7197,0
7198,0
7199,0
7200,0
7201,1
7202,1
7203,0
7204,1
7205,0
7206,0
7207,0
7208,0
7209,1
7210,0
7211,0
7212,1
7213,1
7214,1
7215,0
7216,0
7217,0
7218,0
7219,0
7220,0
7221,0
7222,0
7223,0
7224,0
7225,1
7226,1
7227,1
7228,0
7229,0
7230,0
7231,0
7232,1
7233,0
7234,1
7235,1
7236,1
7237,0
7238,1
7239,0
7240,1
7241,0
7242,0
7243,0
7244,0
7245,0
7246,1
7247,0
7248,1
7249,1
7250,0
7251,1
7252,1
7253,0
7254,1
7255,1
7256,0
7257,1
7258,1
7259,0
7260,1
7261,1
7262,1
7263,1
7264,1
7265,1
7266,0
7267,1
7268,0
7269,1
7270,0
7271,0
7272,0
7273,0
7274,0
7275,0
7276,0
7277,0
7278,0
7279,0
7280,0
7281,1
7282,0
7283,0
7284,1
7285,0
7286,0
